hit_count,greek,english
3856,θέαμα,spectacle
3856,εσωτερική,internal
3856,μεταφέρει,carries
3854,γενικά,generally
3851,αναγνωρίζεις,you recognize
3849,πινακίδα,sign
3848,τελικό,final
3848,βιρτζίνια,Virginia
3848,συγκεντρώσου,concentrate
3848,εκρηκτικά,explosively
3847,τραγωδία,tragedy
3846,πρόοδο,progress
3846,ευχάριστο,pleasability
3845,τέτοιος,such
3844,χάθηκαν,were lost
3844,νεκροταφείο,cemetery
3844,παγκόσμιο,worldwide
3840,έφτασαν,they arrived
3839,όρος,term
3839,φυσιολογική,normal
3837,πονάς,are you in pain
3836,ζώων,animal
3834,χρήματά,money
3834,αθώο,innocent
3832,καρφί,nail
3830,λεει,says
3830,ανεβαίνει,goes up
3830,πληρώνεις,you pay
3830,μιλήσουν,talk
3828,γουίλι,Willie
3827,ακριβή,accurate
3826,δημοκρατία,democracy
3826,τρύπες,holes
3825,μέλι,honey
3824,τζέρεμι,Jeremy
3824,αρνήθηκε,denied
3823,τσούλα,slut
3822,πεθαίνεις,you die
3822,πλήρωσα,I paid
3822,καθημερινά,daily
3821,ναζί,Nazi
3820,κεντρική,central
3820,ιαπωνία,Japan
3820,βρώμικο,dirty
3819,επιτέθηκαν,attacked
3819,άρωμα,Perfume
3818,μπήκαν,They entered
3817,γυμνή,bare
3817,χρησιμοποιούμε,we use
3811,γραφεία,offices
3809,χτυπήθηκε,hit
3808,γενεθλίων,birthday
3806,παρόμοιο,similar
3802,κύρια,Lady
3801,ενθουσιασμένος,excited
3801,χήρα,widow
3800,ρεντ,Red
3798,βερολίνο,Berlin
3798,καθε,each
3798,αντίσταση,resistance
3797,γραβάτα,tie
3796,απατεώνας,crook
3796,προτείνεις,you suggest
3796,συμπτώματα,symptoms
3795,καλη,good
3794,τάξης,order
3794,σημαίνουν,they mean
3792,σελίδες,pages
3792,ευκαιρίες,chances
3791,παντρεύτηκα,got married
3790,δημιουργεί,creates
3790,σημερα,today
3789,ασχολείσαι,you are dealing with
3787,στολές,uniforms
3787,κρατάνε,they hold
3785,αρρώστια,disease
3784,συνέδριο,congress
3784,μπάσταρδος,bastard
3784,χωρίσει,split
3783,εχθροί,enemies
3782,υπολογιστές,computers
3781,κορμί,body
3781,καταλήξει,ended up
3780,χάσιμο,waste
3778,συνεχίζεται,goes on
3778,τίνα,tina
3777,κρατήσουν,keep
3777,πάθεις,adventure
3776,χώρες,Countries
3775,άν,if
3773,έβρισκα,I found
3772,διαθήκη,will
3772,προφορά,pronunciation
3772,λεπτομέρεια,detail
3770,σπασμένο,broken
3770,πνεύματα,spirits
3769,μελέτη,study
3769,αδελφές,sisters
3768,αντιμετωπίσεις,treating
3768,καριόλη,Karioli
3767,άκουγα,I heard
3763,κεράσω,cherry
3762,μαζέψω,gather
3762,σταθερή,constant
3762,βγαίνουμε,We go out
3759,καλύβα,hut
3758,θυμηθείτε,remember
3755,ηρεμήσεις,calm
3753,πέος,penis
3751,νόρμαν,Norman
3751,τόν,the
3751,παραγγελία,order
3751,δια,for
3751,τόπος,locus
3751,λίνκολν,Lincoln
3749,νικήσουμε,win
3747,κυνηγός,hunter
3745,θρησκεία,religion
3745,ένσταση,objection
3742,βρίσκουν,they find
3742,έξτρα,extras
3742,τελείωνε,ended
3741,χυμό,juice
3740,βγήκες,you came out
3738,πυροβολήθηκε,was shot
3738,φορέσεις,dresses
3738,αποφάσισες,you decided
3738,αεροπλάνα,planes
3738,ένορκοι,jury
3737,τησ,of
3737,κέρδος,profit
3736,θυμό,anger
3735,λύκος,wolf
3734,ακολουθήσουμε,follow
3734,δολοφόνοι,assassins
3733,ρωτάει,he asks
3731,νέλσον,Nelson
3727,πείσεις,persuasion
3726,σούπερμαν,Superman
3725,ξεκινά,get started
3724,εκανες,you did
3724,ζευγάρια,couples
3723,πόκερ,poker
3723,οδηγούν,lead
3722,υπουργός,Minister
3721,κόμμα,party
3721,μηχανικός,engineer
3719,αποτύπωμα,imprint
3719,συντεταγμένες,coordinates
3718,τρέχω,I run
3718,ειστε,you are
3716,μωρού,baby
3716,όουεν,Owen
3715,κέιν,Cane
3712,μπάσκετ,basketball
3711,πουλάς,selling
3710,μέ,with
3709,αλλη,other
3709,ξυπνήσω,wake up
3708,μερίδιο,share
3707,θεωρείται,considered
3704,μ.,m.
3703,επαγγελματική,professional
3702,χρυσή,Golden
3700,παει,gone
3699,έρευνες,investigations
3699,ισπανία,Spain
3697,καθίσω,sit down
3697,κέρδη,profits
3696,φτιάχνουν,they make
3695,χειρότερος,worse
3695,ειδικές,specific
3695,απευθείας,direct
3694,σταθμός,station
3694,φοβήθηκα,I was scared
3693,αγνοείται,is ignored
3693,μπουθ,bout
3689,φράγκα,franc
3689,πιάνω,grip
3685,αποδεικνύει,proves
3685,γενιά,generation
3685,γιατρούς,doctors
3683,γυρίζω,turn
3683,γεννηθεί,was born
3682,τυφλός,blind
3682,τελευταίους,last
3681,τζ,j
3681,φανταστικά,fantastically
3679,υπόθεσης,assumption
3677,μένουμε,we stay
3675,δέχτηκε,accepted
3675,έριξα,threw
3673,πτέρυγα,wing
3672,μάρτι,Marty
3671,εταιρίας,company
3670,βρίσκουμε,we find
3669,φλόριντα,Florida
3668,περνάνε,pass through
3668,πειράξει,tease
3668,γκόμενες,naked
3666,v,v
3665,μοτέλ,motel
3665,τυχαίνει,rage
3664,φύλλα,leaves
3662,αισθήσεις,senses
3660,αναγνωρίζω,recognize
3660,κατανόηση,understanding
3658,προσπάθησαν,they tried
3658,επιτρέπετε,you allow
3657,κινδύνου,risk
3657,υπογράψει,signed
3656,προσεκτικός,careful
3656,ντικ,Dick
3653,αμάν,aman
3651,άνεμος,wind
3650,λεγες,LESS
3650,φύλακες,guards
3650,καθυστέρηση,delay
3649,we,we
3649,χρυσάφι,gold
3648,τά,t
3647,αρχιφύλακα,archetype
3647,βιάζεσαι,you rush
3646,επηρεάζει,affects
3642,φούρνο,oven
3642,χόμερ,Homer
3640,ζούγκλα,jungle
3640,ψεύτικη,fake
3639,παιχνιδιού,play
3637,κανενός,none
3637,καλύπτει,covers
3635,τζούλιαν,Julian
3635,δολαρίων,dollar
3634,πρωτάθλημα,championship
3633,δέχεται,accepts
3633,α.,a.
3633,φάρσα,prank
3633,ξαναδείς,see again
3633,έλαβε,received
3632,φταίξιμο,blame
3630,αυγή,dawn
3630,λείψεις,missing
3628,φύσης,nature
3627,τραβάς,pull
3626,τροχιά,orbit
3625,κρύψει,hide
3624,υπήρξαν,have been
3624,επιστρέψουν,return
3621,οξυγόνο,oxygen
3619,ένεση,injection
3619,κληρονομιά,legacy
3619,τολμήσεις,dare
3619,περιέργεια,curiosity
3618,λαμβάνεις,you receive
3616,κοροϊδεύεις,you fool
3615,πείνα,hunger
3615,ανακοίνωση,announcement
3613,τούς,their
3613,καθόμαστε,We are sitting
3613,αποφασίσαμε,we decided
3612,is,IS
3612,παραδεχτώ,admit
3610,βρείς,find
3610,μούρη,berry
3610,λόγκαν,rationale
3610,σχεδίου,plan
3607,βοηθά,it helps
3606,μπελάς,trouble
3604,δημόσιο,public
3603,όποιο,whichever
3603,άλαν,Alan
3601,φανταζόμουν,I was imagining
3601,βοήθα,it helps
3601,δανειστώ,borrow
3600,λ.α.,La.
3599,γυρίσουν,turn around
3599,παναγία,Virgin
3596,προσώπου,face
3595,αναλαμβάνω,undertake
3593,σαφής,clear
3593,οδηγούσε,was driving
3589,έπαιζα,I was playing
3587,καλέσατε,you called
3587,σχοινί,rope
3585,βιαστούμε,we are in a hurry
3585,χρώματα,colors
3585,λας,Las
3585,μιλούσες,he was talking
3584,καυγά,quarrel
3583,κουλ,cool
3583,ρίτσι,Ricci
3582,κύματα,waves
3582,δώστο,give it
3581,αρνητικό,negative
3581,κράτησα,I kept
3580,fight,Fight
3578,φανταστική,fantastic
3578,δώσαμε,We gave
3578,αγαπούν,they love
3577,έδειχνε,showed
3577,υψηλή,high
3576,πεί,over
3576,τόνο,tone
3575,τραίνο,train
3575,φωλιά,nest
3575,σκεφτόμαστε,thinking
3575,νέου,new
3574,στέλνουν,they send
3572,ζεστή,heat
3572,σύγκρουση,conflict
3571,σημερινή,today's
3570,αγαπημένος,loved
3568,ψηλός,tall
3567,δοκιμασία,test
3567,ξεκουραστείς,rest
3566,ζηλεύω,envy
3565,φέρνουν,they bring
3564,κανόνισε,arranged
3564,τιμές,prices
3564,αγόρασες,you bought
3562,φρέντι,freddness
3562,αρχαία,Ancient
3561,μήνυμά,message
3560,αφήνετε,leave
3560,χαλί,carpet
3559,πόρνες,prostitutes
3559,γνωριζόμαστε,do we know each other
3559,βαλίτσες,suitcases
3558,μιλώ,I speak
3557,θέληση,will
3556,πολίτης,citizen
3556,εννοούσε,he meant
3556,αγγίξει,touched
3556,όργανο,organ
3555,μίλι,mile
3554,κανονίσουμε,plan
3554,συνηθισμένη,usual
3552,γου,you
3551,χωρις,without
3551,θαύματα,miracles
3551,πισινό,butt
3547,μάντι,mantle
3547,επ,as
3546,αμερικανοί,Americans
3546,έχασαν,they lost
3544,εξηγήσει,explain
3540,σιντ,sid
3540,πρώτης,first
3540,κρέιν,creene
3540,νόστιμο,delicious
3539,μισούν,they hate
3537,προστατεύσω,protect
3537,ηρακλή,Hercules
3537,συνείδηση,consciousness
3537,λις,lice
3537,τιμής,honor
3536,βρέχει,it's raining
3535,επιθεωρητή,inspector
3534,γυναικεία,female
3532,περιοχής,area
3532,δημιουργία,creation
3532,σύνταξη,pension
3530,ψάξεις,searches
3530,σηκώστε,pick up
3529,συνέβει,it happened
3529,ευτυχής,happy
3528,δαίμονα,demon
3526,ακίνητοι,immovable
3525,λειτουργήσει,work
3524,τζίνα,Gina
3523,αξίζω,I deserve
3522,μίτσελ,Mitchell
3521,βγάλ,Brack
3520,μασάζ,massage
3520,κίτρινο,yellow
3519,συνεχίζεις,you continue
3518,γουστάρει,she likes
3518,θές,you want
3516,σπάει,breaks
3516,οδηγήσεις,driving
3513,κυβέρνησης,government
3513,κουράστηκα,got tired
3512,φιλήσω,kiss
3510,εξίσου,equally
3510,τραβήξω,shoot
3508,χρημάτων,money
3507,μωρέ,baby
3505,ταγματάρχη,Major
3504,πουλήσεις,selling
3502,πρωτόκολλο,protocol
3502,πάτα,cloth
3502,πολεμήσουμε,We fight
3502,εκδήλωση,event
3501,δολάριο,dollar
3501,ντζελες,Dzeles
3500,πραγματα,things
3500,σταμάτησες,you stopped
3499,ιδιοκτήτη,owner
3499,φοβερά,terribly
3498,φέρετε,bring
3497,βερόνικα,Veronica
3496,παρα,despite
3495,γρηγορότερα,faster
3495,ακολουθήσεις,follows
3493,c,c
3493,λοχίας,sergeant
3492,δεσμό,bond
3491,μόδας,fashionable
3491,ανθρώπινα,human
3490,μαμα,mum
3490,ερχομαι,I am coming
3489,άλις,Alice
3489,γαμημένα,fucking
3489,πετσέτα,towel
3486,ανέλαβε,took over
3486,κοιτάζεις,you look
3485,σπάσεις,breaks
3485,προσωπικού,personal
3483,γλυκειά,sweetness
3482,σύνολο,total
3481,ανάμνηση,memory
3480,χαίρεσαι,Glad
3479,ώπα,rough
3479,πιστωτική,credit
3477,ηθική,morality
3475,άνοιξη,spring
3475,πληρώσουμε,We pay
3475,michael,Michael
3475,προστατέψει,protect
3474,αγελάδα,cow
3474,ανησυχούσα,I was worried about
3474,σέβομαι,respect
3474,ανέφερες,you mentioned
3469,παραδώσω,deliver
3469,φροντίσουμε,We take care of
3467,μουνί,pussy
3465,έμενα,me
3464,τσίρκο,circus
3464,νόρα,Nora
3464,έβγαινε,he was going out
3463,νικήσεις,defeat
3463,είμασταν,we were
3462,καλυτερα,better
3462,έβαν,Evan
3462,χρυσός,gold
3462,αλυσίδα,chain
3462,καθάρισε,clean up
3461,κεντ,Kent
3461,πυροβολισμό,shot
3460,λίαμ,Liam
3460,κάπτεν,captain
3458,μέρας,day
3457,ντάνυ,Danny
3456,λυπηρό,sad
3455,ντάνκαν,Duncan
3455,σωστα,correctly
3454,άγριο,wild
3450,κυβερνήτα,ruler
3450,όρκο,oath
3450,λάσπη,mud
3448,συστήματος,systemic
3448,γέλιο,laugh
3448,αγάπησα,I loved
3445,σκοτώσετε,kill
3445,μεγάλης,large
3444,περνά,drop by
3442,κλείνω,close
3441,σεντ,cent
3440,διπλά,double
3439,σαιζόν,season
3438,θελες,You want
3437,δρα,act
3436,κλαιρ,clay
3433,χαρακτήρας,character
3432,φανταστείτε,imagine
3430,χο,Ho
3430,απόφασή,decision
3429,δραστηριότητα,activity
3428,σταθερά,steadily
3428,κιθάρα,guitar
3428,τζι,ji
3427,φωτιάς,fire
3425,πιθανή,possible
3424,γούστο,taste
3423,σεθ,Seth
3423,νάταλι,Natali
3423,διάλεξες,you choose
3422,επόμενα,next
3422,βικ,Vick
3420,πονοκέφαλο,headache
3420,υψηλής,high
3420,επιβάτες,passengers
3420,παγκόσμια,global
3420,κανες,crashes
3419,άμμο,sand
3419,δεχτείς,accepted
3416,μέλιτος,honey
3416,αδερφού,brother
3416,κακία,wickedness
3415,ενημέρωσε,informed
3415,ερλ,ERL
3414,ομολογία,homology
3412,αναλάβεις,you take over
3409,σφιχτά,tightly
3409,supporters,Supporters
3407,μέι,mere
3407,εξαφάνιση,disappearance
3404,χάρυ,Harry
3404,προπονητή,coach
3403,καταλήξεις,ending
3403,πίπα,pipe
3403,βάλαμε,we put
3403,λίγοι,few
3402,έϊ,ei
3401,κρεβατοκάμαρα,bedroom
3400,κολιέ,necklace
3400,γουέιν,Wayne
3400,παρατάς,quit
3399,συνδέεται,is connected
